5630113748090880_1 C++ superfish 1 0 45
5630113748090880_1 C++ phirasit 8 0 40
5630113748090880_1 C++ waltz 7 0 49
5630113748090880_1 C++ kriii 5 0 39
5630113748090880_1 C++ abyssmally 2 0 25
5630113748090880_1 C++ tmt514 6 1 49
5630113748090880_1 C++ izrak 8 2 79
5630113748090880_1 C++ nathanajah 2 0 32
5630113748090880_1 C++ squark 2 2 54
5630113748090880_1 C++ elsantodel90 11 1 59
5630113748090880_1 C++ mnbvmar 14 0 61
5630113748090880_1 C++ ZbanIlya 10 0 55
5630113748090880_1 C++ sourspinach 8 0 101
5630113748090880_1 C++ pmnox 6 0 66
5630113748090880_1 C++ Umnik 5 0 41
5630113748090880_1 C++ Deemo1 4 0 34
5630113748090880_1 C++ Stilwell 2 0 23
5630113748090880_1 C++ SkyDec 2 0 28
5630113748090880_1 C++ socketnaut 12 0 28
5630113748090880_1 C++ AKim 14 1 80
5630113748090880_1 C++ waterfalls 4 0 28
5630113748090880_1 C++ y0105w49 2 0 18
5630113748090880_1 C++ Doju 5 0 22
5630113748090880_1 C++ ACMonster 6 1 73
5630113748090880_1 C++ fagu 4 0 56
5630113748090880_1 C++ Hwhitetooth 6 6 46
5630113748090880_1 C++ WaldemarTheMachine 10 0 70
5630113748090880_1 C++ sajninredoc 6 0 29
5630113748090880_1 C++ earl 1 0 27
5630113748090880_1 C++ Junkbot 11 0 39
5630113748090880_1 C++ ksun48 1 0 30
5630113748090880_1 C++ hjx1212 2 0 22
5630113748090880_1 C++ Bossle 2 0 25
5630113748090880_1 C++ namonakiacc 2 0 98
5630113748090880_1 C++ kliu31415 1 0 37
5630113748090880_1 C++ mastan 3 0 36
5630113748090880_1 C++ PalmPTSJ 25 1 259
5630113748090880_1 C++ betaveros 5 14 82
5630113748090880_1 C++ WJMZBMR 1 0 31
5630113748090880_1 C++ athin 3 0 20
5630113748090880_1 C++ Xhark 1 0 33
5630113748090880_1 C++ chnlich 4 0 25
5630113748090880_1 C++ BSBandme 23 13 209
5630113748090880_1 C++ impetus 2 0 45
5630113748090880_1 C++ dreamoon 1 0 45
5630113748090880_1 C++ Breakun 6 0 29
5630113748090880_1 C++ cxlove321 3 0 28
5630113748090880_1 C++ dongockhanh1997 2 0 26
5630113748090880_1 C++ TeaPot 20 1 72
5630113748090880_1 C++ nika 6 4 40
5630113748090880_1 C++ tzupengwang 6 7 39
5630113748090880_1 C++ Merkurev 13 0 58
5630113748090880_1 C++ sevenkplus 6 0 34
5630113748090880_1 C++ SnapDragon 4 0 21
5630113748090880_1 C++ FatalEagle 4 0 34
5630113748090880_1 C++ Fata1ist 12 0 43
5630113748090880_1 C++ maojm 3 0 30
5630113748090880_1 C++ Swistakk 31 1 94
5631572862566400_1 C++ yubowenok 6 2 91
5631572862566400_1 C++ Flydutchman 3 0 46
5631572862566400_1 C++ kenning9 2 1 52
5631572862566400_1 C++ c2251393 25 12 114
5631572862566400_1 C++ pps789 7 0 60
5631572862566400_1 C++ alecsyde 5 1 80
5631572862566400_1 C++ tozangezan 0 2 54
5631572862566400_1 C++ TankEngineer 6 0 67
5631572862566400_1 C++ ShawnDong 55 62 616
5631572862566400_1 C++ leaomatheus 5 0 48
5631572862566400_1 C++ 2jjy 2 0 84
5631572862566400_1 C++ Krazul 7 4 70
5631572862566400_1 C++ achan1058 10 2 61
5631572862566400_1 C++ NExPlain 4 8 68
5631572862566400_1 C++ NAFIS 13 1 104
5631572862566400_1 C++ MikanTsumiki 0 0 48
5631572862566400_1 C++ shik 17 2 141
5631572862566400_1 C++ SuprDewd 7 0 94
5631572862566400_1 C++ dukilee 10 0 72
5631572862566400_1 C++ zemen 9 0 74
5631572862566400_1 C++ Sharph 8 0 58
5631572862566400_1 C++ LHiC 10 0 85
5631572862566400_1 C++ yefllowers 11 1 66
5631572862566400_1 C++ ngochai94 3 1 55
5631572862566400_1 C++ haoranxu510 13 0 109
5631572862566400_1 C++ SmartSchizo 4 0 31
5631572862566400_1 C++ OnionPringles 10 1 115
5631572862566400_1 C++ scottwu 12 0 54
5631572862566400_1 C++ Alex97 13 3 56
5631572862566400_1 C++ johnchen902 7 3 46
5631572862566400_1 C++ jpaulson 6 2 64
5631572862566400_1 C++ xyz111 5 1 59
5631572862566400_1 C++ ashmelev 19 1 128
5631572862566400_1 C++ dzhulgakov 11 8 120
5631572862566400_1 C++ drazil 14 1 40
5631572862566400_1 C++ romanandreev 3 0 60
5631572862566400_1 C++ Murphy 5 4 69
5631572862566400_1 C++ orenguy 15 5 70
5631572862566400_1 C++ qnighy 2 1 43
5631572862566400_1 C++ koosaga 5 1 81
5631572862566400_1 C++ superfish 2 0 78
5631572862566400_1 C++ phirasit 9 0 56
5631572862566400_1 C++ waltz 8 0 72
5631572862566400_1 C++ kriii 9 0 70
5631572862566400_1 C++ abyssmally 2 0 48
5631572862566400_1 C++ tmt514 14 1 81
5631572862566400_1 C++ izrak 8 1 39
5631572862566400_1 C++ nathanajah 3 2 62
5631572862566400_1 C++ squark 3 2 82
5631572862566400_1 C++ elsantodel90 13 0 78
5631572862566400_1 C++ mnbvmar 20 0 95
5631572862566400_1 C++ ZbanIlya 12 0 87
5631572862566400_1 C++ sourspinach 10 0 136
5631572862566400_1 C++ pmnox 7 0 110
5631572862566400_1 C++ Umnik 7 0 82
5631572862566400_1 C++ Deemo1 6 0 55
5631572862566400_1 C++ Stilwell 3 0 69
5631572862566400_1 C++ SkyDec 2 0 57
5631572862566400_1 C++ socketnaut 18 0 41
5631572862566400_1 C++ AKim 20 1 125
5631572862566400_1 C++ waterfalls 4 0 42
5631572862566400_1 C++ y0105w49 4 0 51
5631572862566400_1 C++ Doju 13 1 72
5631572862566400_1 C++ ACMonster 6 1 85
5631572862566400_1 C++ fagu 7 1 97
5631572862566400_1 C++ Hwhitetooth 9 6 76
5631572862566400_1 C++ WaldemarTheMachine 15 0 93
5631572862566400_1 C++ sajninredoc 10 4 51
5631572862566400_1 C++ earl 1 0 36
5631572862566400_1 C++ Junkbot 15 0 77
5631572862566400_1 C++ ksun48 1 0 57
5631572862566400_1 C++ hjx1212 3 0 46
5631572862566400_1 C++ Bossle 5 3 63
5631572862566400_1 C++ namonakiacc 5 0 135
5631572862566400_1 C++ kliu31415 1 0 72
5631572862566400_1 C++ mastan 10 0 66
5631572862566400_1 C++ PalmPTSJ 24 7 283
5631572862566400_1 C++ betaveros 9 16 116
5631572862566400_1 C++ WJMZBMR 9 1 53
5631572862566400_1 C++ athin 8 0 54
5631572862566400_1 C++ Xhark 3 0 72
5631572862566400_1 C++ chnlich 4 0 43
5631572862566400_1 C++ BSBandme 26 13 237
5631572862566400_1 C++ impetus 7 0 76
5631572862566400_1 C++ dreamoon 0 0 77
5631572862566400_1 C++ Breakun 18 0 68
5631572862566400_1 C++ cxlove321 2 0 60
5631572862566400_1 C++ dongockhanh1997 2 0 35
5631572862566400_1 C++ TeaPot 25 1 105
5631572862566400_1 C++ nika 7 3 56
5631572862566400_1 C++ tzupengwang 8 1 64
5631572862566400_1 C++ Merkurev 20 0 95
5631572862566400_1 C++ sevenkplus 6 0 53
5631572862566400_1 C++ SnapDragon 5 0 32
5631572862566400_1 C++ FatalEagle 5 0 65
5631572862566400_1 C++ Fata1ist 28 8 99
5631572862566400_1 C++ maojm 8 1 55
5631572862566400_1 C++ Swistakk 32 1 122
5630113748090880_0 C++ yubowenok 5 2 50
5630113748090880_0 C++ Flydutchman 2 0 25
5630113748090880_0 C++ kenning9 1 0 33
5630113748090880_0 C++ c2251393 17 9 81
5630113748090880_0 C++ pps789 3 0 25
5630113748090880_0 C++ alecsyde 3 1 55
5630113748090880_0 C++ tozangezan 0 0 20
5630113748090880_0 C++ TankEngineer 2 0 34
5630113748090880_0 C++ ShawnDong 55 62 581
5630113748090880_0 C++ leaomatheus 3 0 38
5630113748090880_0 C++ 2jjy 1 0 43
5630113748090880_0 C++ Krazul 3 0 22
5630113748090880_0 C++ achan1058 5 0 52
5630113748090880_0 C++ NExPlain 2 0 52
5630113748090880_0 C++ NAFIS 6 1 81
5630113748090880_0 C++ MikanTsumiki 0 0 26
5630113748090880_0 C++ shik 15 2 116
5630113748090880_0 C++ SuprDewd 2 0 37
5630113748090880_0 C++ dukilee 4 0 28
5630113748090880_0 C++ zemen 9 0 47
5630113748090880_0 C++ Sharph 8 0 33
5630113748090880_0 C++ LHiC 8 0 41
5630113748090880_0 C++ yefllowers 7 0 32
5630113748090880_0 C++ ngochai94 2 0 33
5630113748090880_0 C++ haoranxu510 10 0 56
5630113748090880_0 C++ SmartSchizo 4 0 23
5630113748090880_0 C++ OnionPringles 5 1 62
5630113748090880_0 C++ scottwu 9 0 39
5630113748090880_0 C++ Alex97 10 0 32
5630113748090880_0 C++ johnchen902 4 0 25
5630113748090880_0 C++ jpaulson 3 1 35
5630113748090880_0 C++ xyz111 2 0 32
5630113748090880_0 C++ ashmelev 11 0 73
5630113748090880_0 C++ dzhulgakov 8 1 82
5630113748090880_0 C++ drazil 5 0 24
5630113748090880_0 C++ romanandreev 3 0 44
5630113748090880_0 C++ Murphy 2 1 44
5630113748090880_0 C++ orenguy 10 1 55
5630113748090880_0 C++ qnighy 2 1 21
5630113748090880_0 C++ koosaga 2 0 43
5630113748090880_0 C++ superfish 1 0 45
5630113748090880_0 C++ phirasit 8 0 40
5630113748090880_0 C++ waltz 7 0 49
5630113748090880_0 C++ kriii 5 0 39
5630113748090880_0 C++ abyssmally 2 0 25
5630113748090880_0 C++ tmt514 6 1 49
5630113748090880_0 C++ izrak 8 2 79
5630113748090880_0 C++ nathanajah 2 0 32
5630113748090880_0 C++ squark 2 2 54
5630113748090880_0 C++ elsantodel90 11 1 59
5630113748090880_0 C++ mnbvmar 14 0 61
5630113748090880_0 C++ ZbanIlya 10 0 55
5630113748090880_0 C++ sourspinach 8 0 101
5630113748090880_0 C++ pmnox 6 0 66
5630113748090880_0 C++ Umnik 5 0 41
5630113748090880_0 C++ Deemo1 4 0 34
5630113748090880_0 C++ Stilwell 2 0 23
5630113748090880_0 C++ SkyDec 2 0 28
5630113748090880_0 C++ socketnaut 12 0 28
5630113748090880_0 C++ AKim 14 1 80
5630113748090880_0 C++ waterfalls 4 0 28
5630113748090880_0 C++ y0105w49 2 0 18
5630113748090880_0 C++ Doju 5 0 22
5630113748090880_0 C++ ACMonster 6 1 73
5630113748090880_0 C++ fagu 4 0 56
5630113748090880_0 C++ Hwhitetooth 6 6 46
5630113748090880_0 C++ WaldemarTheMachine 10 0 70
5630113748090880_0 C++ sajninredoc 6 0 29
5630113748090880_0 C++ earl 1 0 27
5630113748090880_0 C++ Junkbot 11 0 39
5630113748090880_0 C++ ksun48 1 0 30
5630113748090880_0 C++ hjx1212 2 0 22
5630113748090880_0 C++ Bossle 2 0 25
5630113748090880_0 C++ namonakiacc 2 0 98
5630113748090880_0 C++ kliu31415 1 0 37
5630113748090880_0 C++ mastan 3 0 36
5630113748090880_0 C++ PalmPTSJ 25 1 259
5630113748090880_0 C++ betaveros 5 14 82
5630113748090880_0 C++ WJMZBMR 1 0 31
5630113748090880_0 C++ athin 3 0 20
5630113748090880_0 C++ Xhark 1 0 33
5630113748090880_0 C++ chnlich 4 0 25
5630113748090880_0 C++ BSBandme 23 13 209
5630113748090880_0 C++ impetus 2 0 45
5630113748090880_0 C++ dreamoon 1 0 45
5630113748090880_0 C++ Breakun 5 0 25
5630113748090880_0 C++ cxlove321 3 0 28
5630113748090880_0 C++ dongockhanh1997 2 0 22
5630113748090880_0 C++ TeaPot 20 1 72
5630113748090880_0 C++ nika 6 4 40
5630113748090880_0 C++ tzupengwang 6 7 39
5630113748090880_0 C++ Merkurev 13 0 58
5630113748090880_0 C++ sevenkplus 6 0 34
5630113748090880_0 C++ SnapDragon 4 0 21
5630113748090880_0 C++ FatalEagle 4 0 34
5630113748090880_0 C++ Fata1ist 12 0 43
5630113748090880_0 C++ maojm 3 0 30
5630113748090880_0 C++ Swistakk 31 1 94
5631989306621952_0 C++ yubowenok 5 2 44
5631989306621952_0 C++ Flydutchman 2 0 21
5631989306621952_0 C++ kenning9 1 0 29
5631989306621952_0 C++ c2251393 17 9 81
5631989306621952_0 C++ pps789 4 0 26
5631989306621952_0 C++ alecsyde 5 1 52
5631989306621952_0 C++ tozangezan 0 0 18
5631989306621952_0 C++ TankEngineer 5 0 39
5631989306621952_0 C++ ShawnDong 55 62 581
5631989306621952_0 C++ leaomatheus 2 0 32
5631989306621952_0 C++ 2jjy 1 0 39
5631989306621952_0 C++ Krazul 2 0 21
5631989306621952_0 C++ achan1058 8 0 56
5631989306621952_0 C++ NExPlain 3 0 44
5631989306621952_0 C++ NAFIS 8 1 70
5631989306621952_0 C++ MikanTsumiki 0 0 28
5631989306621952_0 C++ shik 15 2 122
5631989306621952_0 C++ SuprDewd 4 4 49
5631989306621952_0 C++ dukilee 6 0 29
5631989306621952_0 C++ zemen 9 0 38
5631989306621952_0 C++ Sharph 4 0 22
5631989306621952_0 C++ LHiC 8 0 40
5631989306621952_0 C++ yefllowers 7 0 27
5631989306621952_0 C++ ngochai94 2 0 30
5631989306621952_0 C++ haoranxu510 8 0 50
5631989306621952_0 C++ SmartSchizo 4 0 29
5631989306621952_0 C++ OnionPringles 5 1 64
5631989306621952_0 C++ scottwu 8 0 39
5631989306621952_0 C++ Alex97 12 0 37
5631989306621952_0 C++ johnchen902 4 0 21
5631989306621952_0 C++ jpaulson 3 0 23
5631989306621952_0 C++ xyz111 2 0 30
5631989306621952_0 C++ ashmelev 11 0 70
5631989306621952_0 C++ dzhulgakov 12 1 87
5631989306621952_0 C++ drazil 5 0 15
5631989306621952_0 C++ romanandreev 4 0 32
5631989306621952_0 C++ Murphy 2 1 32
5631989306621952_0 C++ orenguy 11 1 56
5631989306621952_0 C++ qnighy 1 1 24
5631989306621952_0 C++ koosaga 4 0 43
5631989306621952_0 C++ superfish 1 0 43
5631989306621952_0 C++ phirasit 6 0 27
5631989306621952_0 C++ waltz 7 0 48
5631989306621952_0 C++ kriii 3 0 20
5631989306621952_0 C++ abyssmally 2 0 28
5631989306621952_0 C++ tmt514 4 1 35
5631989306621952_0 C++ izrak 5 0 20
5631989306621952_0 C++ nathanajah 3 0 29
5631989306621952_0 C++ squark 2 2 52
5631989306621952_0 C++ elsantodel90 10 0 58
5631989306621952_0 C++ mnbvmar 12 0 54
5631989306621952_0 C++ ZbanIlya 11 0 52
5631989306621952_0 C++ sourspinach 8 0 102
5631989306621952_0 C++ pmnox 6 0 61
5631989306621952_0 C++ Umnik 5 0 43
5631989306621952_0 C++ Deemo1 3 0 18
5631989306621952_0 C++ Stilwell 2 0 27
5631989306621952_0 C++ SkyDec 2 0 41
5631989306621952_0 C++ socketnaut 12 0 32
5631989306621952_0 C++ AKim 11 1 87
5631989306621952_0 C++ waterfalls 4 0 32
5631989306621952_0 C++ y0105w49 3 0 20
5631989306621952_0 C++ Doju 5 0 23
5631989306621952_0 C++ ACMonster 5 1 65
5631989306621952_0 C++ fagu 4 0 57
5631989306621952_0 C++ Hwhitetooth 5 0 37
5631989306621952_0 C++ WaldemarTheMachine 9 0 60
